"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"6721",1,"C1","17",2243444,2241348,2,"TUBB4B",81,1.14428153396343,1.34501137660899e-08,0.761331530667568
"15945",1,"C1","33",5486658,5490654,1,"RDH5",229,1.79339472198789,1.35610064391918e-08,0.376158411285492
"11833",1,"C1","25",1985900,1986921,1,"NA_ENSGALG00000046765",101,1.82308053893888,1.39334053035175e-08,0.598712246012506
"6446",1,"C1","15",11111632,11105096,2,"CCDC157",442,1.27241733691037,1.40170244184936e-08,0.362353740944222
"15952",1,"C1","33",5541999,5540473,2,"RP11-762I7.5",236,1.11886173745248,1.4036225956207e-08,0.638924210594843
"16097",1,"C1","33",7064200,7062644,2,"RPS26",381,1.64937094574199,1.41101092827968e-08,0.438604856206664
"6441",1,"C1","15",11094901,11087868,2,"MTFP1",437,1.19092958029526,1.46001225294627e-08,0.303760895456574
"12704",1,"C1","27",7003871,7002801,2,"NEUROD2",301,1.34054208732826,1.48761401292715e-08,0.418785174432245
"22271",1,"C1","9",16041598,16041547,2,"MIR12284",461,1.1035910617257,1.49470891292204e-08,0.817294618170448
"18054",1,"C1","5",244816,243858,2,"MRPL16",26,1.81827153396707,1.54343877596724e-08,0.450046411517857
"11154",1,"C1","22",5231576,5248343,1,"CAMK2B",210,1.0457689421502,1.54960308769687e-08,0.205148660451565
"11834",1,"C1","25",1986921,1985047,2,"NA_ENSGALG00000052320",102,1.78730715815555,1.61662492737737e-08,0.498436618019699
"16125",1,"C1","33",7265353,7260322,2,"PFKM",409,1.07678878998267,1.62094161381198e-08,0.307277973571022
"11783",1,"C1","25",482603,488101,1,"LOC776719",51,1.43831821520824,1.63504700655144e-08,0.308980474963614
"15863",1,"C1","33",3422447,3427906,1,"WNT1",147,1.38237182457512,1.64762794696436e-08,0.276500014133145
"3325",1,"C1","1",197398635,197402615,1,"SMPD1",3325,1.09029062058197,1.66654705010117e-08,0.432783094855176
"11700",1,"C1","24",5691720,5675830,2,"HYOU1",204,1.12357560177649,1.67742761043473e-08,0.356597451317863
"5213",1,"C1","13",11003203,11033062,1,"UIMC1",268,1.089087798893,1.67952860259776e-08,0.336673098788761
"4402",1,"C1","11",18933187,18930459,2,"COG8",473,1.38260970323639,1.68701745979658e-08,0.472448869697003
"11424",1,"C1","23",5323147,5315982,2,"TXLNA",252,1.12293987236799,1.72455689630016e-08,0.356278353515244
"6514",1,"C1","16",1505922,972521,2,"NA_ENSGALG00000048938",19,2.43302620650578,1.72834698186665e-08,0.11071463309193
"16062",1,"C1","33",6840689,6840629,2,"MIR12267",346,1.05195705323207,1.73218323142265e-08,0.913407308307584
"12818",1,"C1","27",7993206,7993268,1,"NA_ENSGALG00000027448",415,1.28845980930454,1.7797134997185e-08,0.947950992938666
"6598",1,"C1","16",2446991,2453265,1,"ZNF692",103,2.37420309640977,1.81805877570564e-08,0.190965904676289
"21031",1,"C1","7",35569177,35575714,1,"NA_ENSGALG00000047168",727,1.11380731606775,1.83319555597236e-08,0.486102352316713
"7380",1,"C1","18",9980677,9976818,2,"NME1",343,1.25865471699942,1.84051321817353e-08,0.440416993741067
"18092",1,"C1","5",553657,539900,2,"ALDH3B2",64,1.0865975164048,1.90417336390509e-08,0.226329307380762
"11794",1,"C1","25",723875,738551,1,"MEX3A",62,1.09309053853507,1.9088681308594e-08,0.19047821583195
"16124",1,"C1","33",7256756,7259786,1,"ASB8",408,1.37896006119452,1.97031760724973e-08,0.512797502320942
"5956",1,"C1","14",14630009,14621928,2,"VRK3",492,1.01124806505449,1.97522744327779e-08,0.240690227801268
"7473",1,"C1","19",285302,285438,1,"NA_ENSGALG00000038363",24,1.67307606507421,1.98469594473068e-08,0.645202592153571
"11514",1,"C1","24",297265,317771,1,"MSANTD2",18,1.05463520968891,1.99406795068663e-08,0.277253657497029
"12171",1,"C1","26",1266391,1268447,1,"GSTM2",81,1.90105097814834,2.00410622409775e-08,0.26518063255445
"12595",1,"C1","27",5414247,5408265,2,"RUNDC3A",192,1.83542815869913,2.04382727171545e-08,0.195038920381508
"16151",1,"C1","33",7592214,7592321,1,"MIR196A2",435,2.37285430396299,2.04382727171545e-08,0.360958597369113
"4024",1,"C1","11",1441042,1440907,2,"LOC112533309",95,1.00983115417605,2.04776517244478e-08,0.429012135425907
"11097",1,"C1","22",3762290,3761442,2,"NA_ENSGALG00000048342",153,2.40693821045713,2.07050998807663e-08,0.387890097067462
"7785",1,"C1","19",7528763,7541085,1,"RPS6KB1",336,1.26147003313655,2.09661809483066e-08,0.300031750877971
"7405",1,"C1","18",10451391,10447902,2,"NAT9",368,1.4256307708164,2.09989082998789e-08,0.436773199569198
"6581",1,"C1","16",2186410,2193642,1,"NA_ENSGALG00000048374",86,3.49272170810369,2.12451158578725e-08,0.118653575019699
"10475",1,"C1","20",9935277,9957940,1,"CSNK2A1",309,1.12735978142912,2.13501231634355e-08,0.417029082358316
"21062",1,"C1","8",214338,226455,1,"LOC112532921",2,3.40672746969685,2.14130497337907e-08,0.147595169067957
"21760",1,"C1","8",28615900,28626590,1,"AK4",700,1.25632505367401,2.14189986217615e-08,0.381758482099695
"6824",1,"C1","17",5755696,5730631,2,"SH3GLB2",184,1.14936041795796,2.25157054545733e-08,0.321414773776907
"5686",1,"C1","14",6543051,6553285,1,"TBL3",222,1.19916797678022,2.26125663450501e-08,0.397331610694969
"19434",1,"C1","5",59000025,58968105,2,"FAM179B",1406,1.10477196083935,2.29880410325537e-08,0.346165712231682
"19451",1,"C1","6",595600,595523,2,"NA_ENSGALG00000048979",2,1.53320148907844,2.31701770472211e-08,0.220156086864483
"51",1,"C1","1",930902,935155,1,"NA_ENSGALG00000047166",51,1.96249692001791,2.32983098172895e-08,0.178039063287662
"11352",1,"C1","23",3898459,3895254,2,"DNALI1",180,1.17342750882196,2.38794289216307e-08,0.349638991280957
"11350",1,"C1","23",3883489,3895651,1,"GNL2",178,1.2040466798235,2.40325656587978e-08,0.25433660002174
"12012",1,"C1","25",3351408,3362735,1,"LOC107055115",280,1.23874638925049,2.45206809819308e-08,0.394009527882467
"11351",1,"C1","23",3898670,3895243,2,"NA_ENSGALG00000049411",179,1.16984073057122,2.50471896761975e-08,0.34281460126067
"21878",1,"C1","9",1635992,1632534,2,"POLR2D",68,1.2448226070354,2.50471896761975e-08,0.477702225838913
"4401",1,"C1","11",18930317,18929070,2,"PDF",472,1.42700070632759,2.53014123232126e-08,0.636621993816769
"5947",1,"C1","14",14260962,14249705,2,"ATP6V0C",483,1.14613801000741,2.53087688473809e-08,0.320002479533901
"16061",1,"C1","33",6841845,6846397,1,"NEMP1",345,1.02663875757292,2.60457216239428e-08,0.43061461006502
"5906",1,"C1","14",13547380,13547271,2,"MIR6643",442,1.28321564473381,2.61995841379442e-08,0.610512207826156
"5532",1,"C1","14",2579659,2589053,1,"GET4",68,1.33110871166631,2.69270116112116e-08,0.387575500210577
"5700",1,"C1","14",6882097,6876093,2,"HEXDCL",236,1.14640384387712,2.69270116112116e-08,0.403748857408471
"3907",1,"C1","10",20500187,20501080,1,"LOC107056801",568,1.26150293320276,2.71075605337111e-08,0.777100290829972
"6602",1,"C1","16",2491638,2482327,2,"TRIM7.1",107,1.09484140360711,2.74224221063863e-08,0.2058049439146
"16099",1,"C1","33",7081224,7079848,2,"NA_ENSGALG00000035993",383,1.04660445819145,2.76921768888436e-08,0.726914506239
"12897",1,"C1","28",1383268,1393884,1,"NCLN",76,1.48821885519591,2.8274965383981e-08,0.316587819859705
"11353",1,"C1","23",3899030,3901447,1,"SNIP1",181,1.14663966539834,2.89748623104039e-08,0.391036562915015
"16297",1,"C1","4",2182561,2181979,2,"MTCP1",127,1.5908799855365,3.1076979861882e-08,0.753112137937159
"6376",1,"C1","15",9573063,9575379,1,"NA_ENSGALG00000049499",372,1.12272547892429,3.1100210622744e-08,0.47112667587626
"6889",1,"C1","17",7158407,7155688,2,"SURF6",249,1.09549703277915,3.18642779133363e-08,0.315868613375675
"18042",1,"C1","5",184568,178109,2,"LOC107049269",14,1.35783084716424,3.21602480263283e-08,0.253582776990013
"6720",1,"C1","17",2235412,2241459,1,"FAM166A",80,1.04823549893468,3.2394208475009e-08,0.400616948203283
"1401",1,"C1","1",76074583,76074692,1,"NA_ENSGALG00000050979",1401,2.52183900921643,3.2715833507332e-08,0.119214648224033
"6890",1,"C1","17",7165164,7158851,2,"MED22",250,1.11653084011686,3.36403007831003e-08,0.320439350656672
"12705",1,"C1","27",7014942,7018742,1,"PPP1R1B",302,1.35408538372687,3.47320185184136e-08,0.288482663799857
"12529",1,"C1","27",3695485,3696729,1,"FAM187A",126,1.67654525673574,3.57113143874826e-08,0.349958251474494
"13163",1,"C1","28",5034853,5039077,1,"MYDGF",342,1.43175902690748,3.70391210047996e-08,0.384036339361823
"11750",1,"C1","25",219810,215952,2,"FAM63A",18,1.22992762663231,3.8456124739333e-08,0.388766044560009
"15365",1,"C1","31",1951799,1950342,2,"NA_ENSGALG00000054027",64,3.45693800647694,3.90832965537229e-08,0.055114615796625
"12587",1,"C1","27",5225378,5241792,1,"DDX42",184,1.2123345054494,3.987657065685e-08,0.282143812869743
"7472",1,"C1","19",282247,280862,2,"NA_ENSGALG00000047167",23,1.58516936071922,4.01103501086904e-08,0.5454488564812
"11763",1,"C1","25",315503,313422,2,"NA_ENSGALG00000000836",31,1.03908869406887,4.23233410253813e-08,0.538124640783739
"12909",1,"C1","28",1506898,1502517,2,"NA_ENSGALG00000041520",88,1.31839918303052,4.26821704512955e-08,0.437382718214093
"6591",1,"C1","16",2467480,2359783,2,"LOC112533547",96,1.45914673445361,4.26995564483723e-08,0.181922074583483
"16051",1,"C1","33",6707310,6705108,2,"NA_ENSGALG00000052539",335,2.33236386200142,4.30130962964738e-08,0.269299879777315
"3297",1,"C1","1",197097605,197093201,2,"NA_ENSGALG00000026995",3297,1.26329173467143,4.36224345775935e-08,0.537539100193407
"12980",1,"C1","28",2712374,2720662,1,"MAP2K2",159,1.21435829480442,4.41715455114011e-08,0.273916870283605
"6880",1,"C1","17",7014967,7020150,1,"SPACA9",240,1.28235956132966,4.52852798658787e-08,0.364722124370036
"11257",1,"C1","23",1971801,1964543,2,"FAM46B",85,1.22782547748809,4.62146622668937e-08,0.442185139832679
"6003",1,"C1","14",16181369,16155992,2,"NA_ENSGALG00000051216",539,1.58281113134546,4.65833859290353e-08,0.0522731497599187
"11792",1,"C1","25",702522,677769,2,"LOC396224",60,1.45907258803143,4.73985490020252e-08,0.166880553565708
"6601",1,"C1","16",2467571,2465213,2,"BZFP1",106,1.61103446250039,4.84653372729978e-08,0.11101948427064
"16152",1,"C1","33",7601322,7604178,1,"HOXC9",436,1.74988568615538,4.85103563780136e-08,0.19820742620711
"11694",1,"C1","24",5596881,5602957,1,"CXCR5",198,1.16179680463011,5.01149697932265e-08,0.325763485358301
"10923",1,"C1","21",6447573,6444377,2,"PPCS",284,1.37921801509958,5.02794243176871e-08,0.457194984106613
"12679",1,"C1","27",6640485,6650592,1,"LOC107057564",276,1.06024145346689,5.29386490311916e-08,0.282143835238216
"11693",1,"C1","24",5594291,5580358,2,"DDX6",197,1.12027298930695,5.30771105990022e-08,0.277551285147326
"9935",1,"C1","2",131158698,131165907,1,"LOC107049660",2070,2.8372483130651,5.54645442825725e-08,0.169390172814172
"6597",1,"C1","16",2445718,2444068,2,"BLEC3",102,2.1645954779289,5.64233482562871e-08,0.316361084809711
"11947",1,"C1","25",2949623,2941413,2,"UBE2Q1",215,1.03846423831776,5.7417666613663e-08,0.152370577959831
"3925",1,"C1","10",20696527,20727419,1,"TP53BP1",586,1.13324685070782,5.79480110026423e-08,0.289661106246203
"4785",1,"C1","12",11989501,11994547,1,"SLC6A8",346,1.05233182502259,5.85251544230539e-08,0.380229169875701
"10680",1,"C1","21",693159,714164,1,"NPHP4",41,1.05554813880392,5.92416446103215e-08,0.337407217729569
"15172",1,"C1","30",46308,75977,1,"ILF3",4,1.51467454921726,5.93715279925329e-08,0.181639112612366
"15951",1,"C1","33",5538238,5540261,1,"ORMDL2",235,1.12118274074945,5.93802700393649e-08,0.595251120512767
"4047",1,"C1","11",1949555,1901047,2,"WDR59",118,1.01593067116704,5.94379709743545e-08,0.316368138484742
"5448",1,"C1","13",18567870,18598661,1,"TCERG1",503,1.0974151364878,5.94379709743545e-08,0.408282982004398
"16156",1,"C1","33",7660057,7660137,1,"NA_ENSGALG00000039684",440,2.01291116391944,5.94709471157008e-08,0.311977986875038
"3856",1,"C1","10",19507819,19507892,1,"MIR1642",517,1.28255040417542,6.02795596065977e-08,0.739273368744012
"9931",1,"C1","2",131044996,131046336,1,"NA_ENSGALG00000054424",2066,1.36976656669004,6.34773551652862e-08,0.18660977600356
"10679",1,"C1","21",691341,673711,2,"KCNAB2",40,1.08518353139094,6.48242342095322e-08,0.389602226561627
"13165",1,"C1","28",5084146,5090404,1,"NA_ENSGALG00000038201",344,1.74688824635919,6.5747477861526e-08,0.0672878275750253
"10122",1,"C1","2",148883622,148885622,1,"TIGD5",2257,1.29272297760383,6.90658048554885e-08,0.442124278202845
"12387",1,"C1","26",5270088,5270035,2,"MIR7454",297,1.71450983484547,6.99322938891671e-08,0.273978022874012
"10662",1,"C1","21",539941,556279,1,"DNAJC11",23,1.10164152706974,7.10457529066931e-08,0.223702346086972
"10971",1,"C1","22",478794,459936,2,"CDS2",27,1.0591493878184,7.41086537853556e-08,0.401673039209224
"12951",1,"C1","28",2220234,2226350,1,"MKNK2",130,1.04666349937548,7.47185536242975e-08,0.284182809458855
"6882",1,"C1","17",7041507,7036633,2,"NA_ENSGALG00000003500",242,1.52807978969346,7.55947485210398e-08,0.217153652677077
"11299",1,"C1","23",2550924,2546014,2,"TMEM50A",127,1.65456331051877,7.57004123549597e-08,0.321880379168032
"11950",1,"C1","25",2999591,2978863,2,"KCNN3",218,1.07147948738217,7.76810157492844e-08,0.310634249023777
"15700",1,"C1","32",562063,559718,2,"NA_ENSGALG00000052385",61,2.21613078381035,7.88815306829792e-08,0.263487664000687
"5957",1,"C1","14",14628539,14628438,2,"MIR1715",493,1.02462756329174,8.09423658412804e-08,0.533185279017848
"4358",1,"C1","11",18433726,18426124,2,"RNF166",429,1.20540578158871,8.13571820648428e-08,0.310536672833468
"12026",1,"C1","25",3483017,3493883,1,"NA_ENSGALG00000054637",294,1.721027175847,8.17780343960573e-08,0.135007339735241
"19435",1,"C1","5",59000367,59011185,1,"KLHL28",1407,1.42815037546006,8.26357042016315e-08,0.298843702021044
"4590",1,"C1","12",3580056,3597490,1,"SEMA3F",151,1.03861875182804,8.3950404089965e-08,0.473321732519447
"10652",1,"C1","21",271465,264289,2,"PARK7",13,1.09778212794794,8.47051948373086e-08,0.306297352100999
"11513",1,"C1","24",292352,286060,2,"NA_ENSGALG00000045816",17,1.13192384433332,8.67928116614018e-08,0.346912018005363
"15641",1,"C1","32",7402,57402,1,"LOC101748756",2,1.0772389471087,8.73953028933912e-08,0.168697488836509
"18037",1,"C1","5",124480,123422,2,"LOC430433",9,1.22299211430295,8.75077809229242e-08,0.437824143771833
"11161",1,"C1","22",5287614,5285695,2,"NA_ENSGALG00000052519",217,1.34684804605433,8.87611134636793e-08,0.331134367230147
"17997",1,"C1","4",90975706,90984000,1,"LOC107056274",1827,1.04822086224642,8.87611134636793e-08,0.421588029397956
"18036",1,"C1","5",125372,126444,1,"RHOD",8,1.21642865760977,8.87978771190902e-08,0.43374365719058
"4380",1,"C1","11",18760175,18764817,1,"CDK10",451,1.31001455774801,8.8964832128151e-08,0.469834198989119
"4381",1,"C1","11",18763979,18764088,1,"MIR6667",452,1.38905070150971,8.99617631290915e-08,0.860397710952331
"13051",1,"C1","28",3476425,3470292,2,"NR2F6",230,1.54732108967185,9.35496322789124e-08,0.342397734485886
"12647",1,"C1","27",6183421,6183515,1,"MIR196A1",244,1.666079533711,9.50150907171166e-08,0.595514888144186
"12907",1,"C1","28",1495020,1480803,2,"LOC107051263",86,1.45403749961153,9.55358226428539e-08,0.316212210640769
"12677",1,"C1","27",6625586,6629571,1,"MRPL45",274,1.35382246974169,9.85791646028479e-08,0.536119681994468
"6493",1,"C1","15",12870568,12867704,2,"PLBD2",489,1.15880036274857,9.85935915571091e-08,0.51712185241788
"12614",1,"C1","27",5613835,5618641,1,"DLX3",211,1.54768591616853,9.90550582077883e-08,0.336824417849529
"12531",1,"C1","27",3711099,3703173,2,"KIF18B",128,1.50207559406713,9.96167857873601e-08,0.272707227040562
"22280",1,"C1","9",16101153,16103316,1,"THPO",470,1.05248111048296,1.00179361392125e-07,0.39306083614294
"11745",1,"C1","25",169865,165228,2,"CTSS",13,1.10920937549467,1.01410411695278e-07,0.24937560450957
"15642",1,"C1","32",66800,64467,2,"NA_ENSGALG00000048646",3,1.28299558294558,1.01410411695278e-07,0.576553237222089
"5916",1,"C1","14",13627615,13620156,2,"EME2",452,1.12365473844966,1.064003674574e-07,0.312214728185453
"20771",1,"C1","7",22223656,22216454,2,"ANKZF1",467,1.29803166631962,1.07637111056341e-07,0.374917039846283
"4478",1,"C1","12",1168014,1168086,1,"LOC112533388",39,1.72424236053042,1.09304085043399e-07,0.651848740956401
"22273",1,"C1","9",16051651,16069156,1,"EIF4G1",463,1.04640746375527,1.12948825574969e-07,0.318629253863108
"20624",1,"C1","7",16304988,16302455,2,"HOXD10",320,1.09877087399209,1.13478287269719e-07,0.43249260982036
"3451",1,"C1","10",2903249,2925374,1,"EDC3",112,1.03956513615495,1.13858110938629e-07,0.238261076610802
"10531",1,"C1","20",10538372,10532982,2,"PLTP",365,1.03098428053745,1.13858110938629e-07,0.387260789276986
"12792",1,"C1","27",7802137,7809584,1,"TUBG1",389,1.28593782555064,1.2067577462117e-07,0.348297538233452
"11905",1,"C1","25",2567856,2565195,2,"LRRC71",173,1.32993538042591,1.21215064694841e-07,0.632746124017198
"12344",1,"C1","26",4412508,4414588,1,"LOC100858737",254,1.00053754353116,1.22875892457387e-07,0.377095359632028
"11826",1,"C1","25",1888358,1887975,2,"LOC107049580",94,1.06821772733562,1.23299056681984e-07,0.264036532908952
"15292",1,"C1","30",1477520,1500970,1,"LOC112530987",124,1.56610352289712,1.23299056681984e-07,0.0856926134016311
"11840",1,"C1","25",2087629,2094399,1,"LOC107050261",108,2.10790534821872,1.24786010507161e-07,0.135163436329806
"12910",1,"C1","28",1506652,1506536,2,"MIR6593",89,1.45923047941448,1.2721360467618e-07,0.873985054809363
"6589",1,"C1","16",2341445,2347657,1,"LOC107054696",94,2.03747028954182,1.31981832959984e-07,0.177234103850574
"18040",1,"C1","5",168034,176919,1,"SSH3",12,1.10973120777352,1.32583701362082e-07,0.358892486450816
"3454",1,"C1","10",2969171,2977199,1,"UBL7",115,1.06685603141694,1.38772036626408e-07,0.448370599739969
"12989",1,"C1","28",2814078,2799499,2,"POLRMT",168,1.45578559159883,1.40606557020783e-07,0.254495145781278
"6833",1,"C1","17",5940937,5945767,1,"NTMT1",193,1.06352707074389,1.4122623913729e-07,0.267614301961389
"11804",1,"C1","25",1436821,1423172,2,"RNF115",72,1.21247929154707,1.425236623779e-07,0.281207242547975
"13164",1,"C1","28",5047576,5040872,2,"TNFAIP8L1",343,1.31786781197079,1.49346432270011e-07,0.30061219809925
"11442",1,"C1","23",5476662,5483514,1,"AZIN2",270,1.26243653500918,1.54762748529397e-07,0.400334090602524
"11570",1,"C1","24",2574831,2549260,2,"NCAPD3",74,1.38366699598861,1.57203920605882e-07,0.231021968294043
"16301",1,"C1","4",2246491,2217826,2,"RHOGL",131,1.15392002259764,1.58130913996943e-07,0.253321817199608
"10842",1,"C1","21",4680371,4676382,2,"AKR7A2",203,1.09133635092275,1.60134479628214e-07,0.342787938185713
"16159",1,"C1","33",7685886,7683977,2,"NA_ENSGALG00000049703",443,1.27152241572678,1.60134479628214e-07,0.230546357123241
"4928",1,"C1","12",19877779,19875504,2,"RPL32",489,1.08488038539338,1.68363054795249e-07,0.601821747223155
"16135",1,"C1","33",7403368,7415765,1,"LOC426023",419,1.20585534842212,1.73174297995872e-07,0.419597425544912
"11953",1,"C1","25",3011383,3008285,2,"PYGO2",221,1.11535644804151,1.85359730141267e-07,0.465271013342255
"13039",1,"C1","28",3355194,3361525,1,"SLC39A3",218,1.1780642728384,1.85725082447671e-07,0.257951066659376
"4790",1,"C1","12",12044166,12051724,1,"DALRD3",351,1.043103548267,1.88719453281038e-07,0.564944034606153
"15222",1,"C1","30",642874,642638,2,"NA_ENSGALG00000051212",54,2.447685696047,1.92702181578529e-07,0.198319552259289
"13092",1,"C1","28",3867329,3871546,1,"NA_ENSGALG00000051484",271,1.13395942800063,1.94247900267071e-07,0.341341585035138
"15862",1,"C1","33",3420686,3417520,2,"ARF3",146,1.53859123329878,2.03746548999488e-07,0.227107299077723
"3333",1,"C1","1",197476020,197473858,2,"TAF10",3333,1.05217244137569,2.0670306468557e-07,0.511080910138302
"11316",1,"C1","23",2898222,2888291,2,"SRSF4",144,1.12587915641382,2.07713533354402e-07,0.198665820885104
"4572",1,"C1","12",3345428,3352328,1,"ALAS1",133,1.40921093139731,2.10431849919043e-07,0.36271476411686
"11317",1,"C1","23",2905063,2898792,2,"MECR",145,1.18881293279018,2.10431849919043e-07,0.263492703460347
"12678",1,"C1","27",6637053,6634034,2,"GPR179",275,1.21185606675168,2.10431849919043e-07,0.323107260884728
"16140",1,"C1","33",7428393,7429491,1,"NA_ENSGALG00000048019",424,1.60766794467264,2.10431849919043e-07,0.33707808780254
"4929",1,"C1","12",19877282,19877144,2,"NA_ENSGALG00000017828",490,1.09985736572611,2.13053778200173e-07,0.964238693299602
"5287",1,"C1","13",13714011,13702288,2,"SLC36A1",342,1.11526034539453,2.14737162380298e-07,0.319153607874461
"4930",1,"C1","12",19881713,19878301,2,"MBD4",491,1.1068564588596,2.15353134871679e-07,0.561531510776988
"21958",1,"C1","9",4891411,4917621,1,"UBXN7",148,1.16249131264088,2.18181729151271e-07,0.21594399106902
"10858",1,"C1","21",4895817,4892668,2,"MUL1",219,1.10577132581509,2.18632498363034e-07,0.294194716645557
"15674",1,"C1","32",287424,282945,2,"CCDC97",35,1.82938273713596,2.20771261940711e-07,0.186804861586865
"15944",1,"C1","33",5486042,5487326,1,"BLOC1S1",228,1.7107703239827,2.25280870785957e-07,0.493468135833924
"12148",1,"C1","26",1098705,1089542,2,"LOC395100",58,1.01130495819453,2.27142863005735e-07,0.333351331537798
"18121",1,"C1","5",766085,765972,2,"MIR6579-2",93,1.25366052424671,2.27231911976486e-07,0.823448308066547
"6673",1,"C1","17",1016997,1016268,2,"NA_ENSGALG00000027231",33,1.02343751587867,2.29908011931617e-07,1.3243948913499
"12052",1,"C1","25",3709503,3701387,2,"TARS2",320,1.24450639168469,2.3176312319262e-07,0.259853784068067
"10843",1,"C1","21",4680512,4684386,1,"PQLC2",204,1.17193034089243,2.33076357187466e-07,0.352878128699917
"3854",1,"C1","10",19502347,19505705,1,"NA_ENSGALG00000045544",515,1.35115251428699,2.34060315644229e-07,0.56935846532214
"3855",1,"C1","10",19503832,19506829,1,"SKOR1",516,1.33773837035595,2.36254700339721e-07,0.574246290808554
"12991",1,"C1","28",2829312,2819899,2,"RNF126",170,1.4805335952931,2.38982171769991e-07,0.306226823670635
"11839",1,"C1","25",2086546,2074652,2,"LOC101751456",107,1.82882201796379,2.39212734055911e-07,0.146356118109924
"15907",1,"C1","33",4956605,4967991,1,"LOC107049895",191,1.45768694630357,2.43146152373134e-07,0.196812187071531
"7137",1,"C1","18",4241336,4245766,1,"SRSF2",100,1.08248102464589,2.45092432508157e-07,0.53499006766842
"13138",1,"C1","28",4420685,4433351,1,"CHERP",317,1.4941045430511,2.46665743314923e-07,0.221638869272544
"7335",1,"C1","18",9542135,9537931,2,"SLC26A11",298,1.29950825192807,2.46864966037047e-07,0.372726827232405
"12539",1,"C1","27",3764703,3768368,1,"MYLKSML",136,1.13335481987518,2.58061990752262e-07,0.40669943283645
"7377",1,"C1","18",9969556,9964527,2,"MAFG",340,1.02061585976408,2.59627267223912e-07,0.376234015411825
"11939",1,"C1","25",2888873,2885181,2,"C25H1ORF43",207,1.06308033150063,2.61366466457749e-07,0.35502641974314
"11101",1,"C1","22",3812208,3824691,1,"STAMBP",157,1.20394614483469,2.69060363332597e-07,0.242095104988933
"7786",1,"C1","19",7550856,7544599,2,"RNFT1",337,1.42186120790184,2.71732683443028e-07,0.333543820102822
"4477",1,"C1","12",1165743,1174018,1,"GNL3",38,1.42693685845712,2.76436077092623e-07,0.23963408137039
"11571",1,"C1","24",2575317,2583331,1,"VPS26B",75,1.45217355398513,2.76436077092623e-07,0.253675666399995
"10924",1,"C1","21",6447139,6456691,1,"NA_ENSGALG00000033138",285,1.17319431662964,2.85602507216595e-07,0.283904779469587
"11338",1,"C1","23",3639204,3634339,2,"UTP11",166,1.17901520368514,2.9068567894149e-07,0.361397811624813
"15984",1,"C1","33",6012282,6018739,1,"NA_ENSGALG00000051279",268,1.6154493998268,2.9068567894149e-07,0.21238286324282
"4705",1,"C1","12",9450392,9456151,1,"SLC26A6",266,1.56163602968126,2.9704100115967e-07,0.323236762850776
"12103",1,"C1","26",192701,216901,1,"BRPF3",13,1.06927113849746,2.97237526674399e-07,0.259853615005193
"11124",1,"C1","22",4084885,4104541,1,"ADD2",180,1.13932921517018,3.3365156507268e-07,0.146836632438078
"7460",1,"C1","19",175202,256177,1,"LOC107057195",11,1.69915349700532,3.42306433072917e-07,0.0928219269362365
"4944",1,"C1","12",20329174,20330448,1,"NA_ENSGALG00000052610",505,2.61689283922565,3.45050812294593e-07,0.248624197823074
"20225",1,"C1","6",32456013,32457729,1,"HMX2",776,1.21541258295421,3.49549463541687e-07,0.463882744876662
"8456",1,"C1","2",32648793,32648693,2,"MIR1732",591,1.34901243918783,3.50545041114328e-07,0.424283074713655
"6464",1,"C1","15",11457089,11435907,2,"EWSR1",460,1.04751014358455,3.51025200947457e-07,0.314177951491781
"16039",1,"C1","33",6566265,6558794,2,"MLA3A",323,1.80684723096195,3.52786541003592e-07,0.26267552258562
"11324",1,"C1","23",3365953,3371497,1,"TRIM63",152,1.3260989676208,3.54886508160984e-07,0.335165708115175
"13040",1,"C1","28",3364129,3364725,1,"DIRAS1",219,1.27966589771991,3.63020312401421e-07,0.575992470342541
"22293",1,"C1","9",16356347,16356416,1,"LOC112533097",483,1.24514413091332,3.64728566043582e-07,1.0854147969304
"11806",1,"C1","25",1436842,1452262,1,"LOC107050951",74,1.23488676367857,3.74586929057726e-07,0.236521909687718
"15676",1,"C1","32",309584,305318,2,"NA_ENSGALG00000052101",37,1.55663180667697,3.8250571335218e-07,0.114221870607789
"10823",1,"C1","21",4330758,4324111,2,"EPHA2",184,1.53563789415162,3.96479140005031e-07,0.246507163970024
"18015",1,"C1","4",91112944,91093743,2,"LOC107050199",1845,1.02802257412481,3.96613466239164e-07,0.137114585789881
"4385",1,"C1","11",18813764,18819623,1,"SPIRE2",456,1.16136257566179,4.03535646919397e-07,0.383414703997527
"15983",1,"C1","33",6007297,6001570,2,"TESPA1",267,1.82531363556448,4.07756477464853e-07,0.191687737066443
"20628",1,"C1","7",16333056,16334408,1,"NA_ENSGALG00000020768",324,1.1008267547761,4.08690263952333e-07,0.697880528912608
"15009",1,"C1","3",104557734,104550333,2,"LOC107053190",1842,1.04510031203431,4.12485760675924e-07,0.3615389709228
"15991",1,"C1","33",6131281,6122575,2,"LOC100858099",275,1.81989526807603,4.18481876763355e-07,0.0804902391686136
"21573",1,"C1","8",21290142,21295998,1,"UROD",513,1.25406260219202,4.1880176272236e-07,0.407036578629445
"6669",1,"C1","17",930911,929291,2,"PHPT1",29,1.28755503637556,4.20630757829141e-07,0.394707245851586
